"datetime","cet_cest_timestamp","solar","load"
"2015-09-22T17:00:00Z","2015-09-22T19:00:00+0200","0.01171875","0.00853729248100002"
"2015-09-22T17:15:00Z","2015-09-22T19:15:00+0200","0.0","0.012962341058002647"
"2015-09-22T17:30:00Z","2015-09-22T19:30:00+0200","0.0","0.014569600753995271"
"2015-09-22T17:45:00Z","2015-09-22T19:45:00+0200","0.0","0.011428832997998128"
"2015-09-22T18:00:00Z","2015-09-22T20:00:00+0200","0.0","0.146952311198"
"2015-09-22T18:15:00Z","2015-09-22T20:15:00+0200","0.0","0.14298100536000613"
"2015-09-22T18:30:00Z","2015-09-22T20:30:00+0200","0.0","0.3301609679209947"
"2015-09-22T18:45:00Z","2015-09-22T20:45:00+0200","0.0","0.21011915310800383"
"2015-09-22T19:00:00Z","2015-09-22T21:00:00+0200","0.0","0.040880550930000537"
"2015-09-22T19:15:00Z","2015-09-22T21:15:00+0200","0.0","0.03709718588999772"
"2015-09-22T19:30:00Z","2015-09-22T21:30:00+0200","0.0","0.31268455581499915"
"2015-09-22T19:45:00Z","2015-09-22T21:45:00+0200","0.0","0.019111047233003997"
"2015-09-22T20:00:00Z","2015-09-22T22:00:00+0200","0.0","0.011516571047994473"
"2015-09-22T20:15:00Z","2015-09-22T22:15:00+0200","0.0","0.017849236664000068"
"2015-09-22T20:30:00Z","2015-09-22T22:30:00+0200","0.0","0.0006429552920054205"
"2015-09-22T20:45:00Z","2015-09-22T22:45:00+0200","0.0","0.197097778321"
"2015-09-22T21:00:00Z","2015-09-22T23:00:00+0200","0.0","0.0003051757810000333"
"2015-09-22T21:15:00Z","2015-09-22T23:15:00+0200","0.0","0.01734161376900001"
"2015-09-22T21:30:00Z","2015-09-22T23:30:00+0200","0.0","0.11162567138699997"
"2015-09-22T21:45:00Z","2015-09-22T23:45:00+0200","0.0","0.027023315430000028"
"2015-09-22T22:00:00Z","2015-09-23T00:00:00+0200","0.0","0.0004043579099999861"
"2015-09-22T22:15:00Z","2015-09-23T00:15:00+0200","0.0","0.21684851250099618"
"2015-09-22T22:30:00Z","2015-09-23T00:30:00+0200","0.0","0.0003306070970000019"
"2015-09-22T22:45:00Z","2015-09-23T00:45:00+0200","0.0","0.027206420898000017"
"2015-09-22T23:00:00Z","2015-09-23T01:00:00+0200","0.0","0.0002746582029999889"
"2015-09-22T23:15:00Z","2015-09-23T01:15:00+0200","0.0","0.01732254025200014"
"2015-09-22T23:30:00Z","2015-09-23T01:30:00+0200","0.0","0.013881683349000029"
"2015-09-22T23:45:00Z","2015-09-23T01:45:00+0200","0.0","0.01543045044000002"
"2015-09-23T00:00:00Z","2015-09-23T02:00:00+0200","0.0","0.0020989179670011238"
"2015-09-23T00:15:00Z","2015-09-23T02:15:00+0200","0.0","0.025558471680000028"
"2015-09-23T00:30:00Z","2015-09-23T02:30:00+0200","0.0","0.0028330485019999463"
"2015-09-23T00:45:00Z","2015-09-23T02:45:00+0200","0.0","0.014775594076000043"
"2015-09-23T01:00:00Z","2015-09-23T03:00:00+0200","0.0","0.013313293456999942"
"2015-09-23T01:15:00Z","2015-09-23T03:15:00+0200","0.0","0.014457702635999992"
"2015-09-23T01:30:00Z","2015-09-23T03:30:00+0200","0.0","0.004231770834000059"
"2015-09-23T01:45:00Z","2015-09-23T03:45:00+0200","0.0","0.023127238005000494"
"2015-09-23T02:00:00Z","2015-09-23T04:00:00+0200","0.0","0.005928874045997845"
"2015-09-23T02:15:00Z","2015-09-23T04:15:00+0200","0.0","0.011867523194000085"
"2015-09-23T02:30:00Z","2015-09-23T04:30:00+0200","0.0","0.016246795654"
"2015-09-23T02:45:00Z","2015-09-23T04:45:00+0200","0.0","0.011100769042999947"
"2015-09-23T03:00:00Z","2015-09-23T05:00:00+0200","0.0","0.006229400634999993"
"2015-09-23T03:15:00Z","2015-09-23T05:15:00+0200","0.0","0.02135467529300006"
"2015-09-23T03:30:00Z","2015-09-23T05:30:00+0200","0.0","0.006904602049999986"
"2015-09-23T03:45:00Z","2015-09-23T05:45:00+0200","0.0","0.2231605651610007"
"2015-09-23T04:00:00Z","2015-09-23T06:00:00+0200","0.0","0.8833618159060053"
"2015-09-23T04:15:00Z","2015-09-23T06:15:00+0200","0.0","0.1229400637259973"
"2015-09-23T04:30:00Z","2015-09-23T06:30:00+0200","0.0","0.3269017537150014"
"2015-09-23T04:45:00Z","2015-09-23T06:45:00+0200","0.0","0.12423197428400001"
"2015-09-23T05:00:00Z","2015-09-23T07:00:00+0200","0.0","0.445762634277"
"2015-09-23T05:15:00Z","2015-09-23T07:15:00+0200","0.0019531199995981297","0.017044067382999906"
"2015-09-23T05:30:00Z","2015-09-23T07:30:00+0200","0.028320320000602806","0.36055968696899887"
"2015-09-23T05:45:00Z","2015-09-23T07:45:00+0200","0.10839844000020094","0.006567671946000164"
"2015-09-23T06:00:00Z","2015-09-23T08:00:00+0200","0.25488280999979906","0.012454986571999949"
"2015-09-23T06:15:00Z","2015-09-23T08:15:00+0200","0.38476561999959813","0.014781951904000001"
"2015-09-23T06:30:00Z","2015-09-23T08:30:00+0200","0.5263671900002009","0.012283325196000061"
"2015-09-23T06:45:00Z","2015-09-23T08:45:00+0200","0.7373046900002009","0.005176544188999932"
"2015-09-23T07:00:00Z","2015-09-23T09:00:00+0200","0.8730468699995981","0.025030771881998093"
"2015-09-23T07:15:00Z","2015-09-23T09:15:00+0200","1.018554690000201","0.5739415488960007"
"2015-09-23T07:30:00Z","2015-09-23T09:30:00+0200","1.145507809999799","0.19516831612499885"
"2015-09-23T07:45:00Z","2015-09-23T09:45:00+0200","1.2441406300004019","0.005142211664002638"
"2015-09-23T08:00:00Z","2015-09-23T10:00:00+0200","1.3417968699995981","0.023277282964997315"
"2015-09-23T08:15:00Z","2015-09-23T10:15:00+0200","1.409179690000201","0.0014572143550000138"
"2015-09-23T08:30:00Z","2015-09-23T10:30:00+0200","1.491210940000201","0.01659393310599999"
"2015-09-23T08:45:00Z","2015-09-23T10:45:00+0200","1.5615234299993972","0.010368347168000058"
"2015-09-23T09:00:00Z","2015-09-23T11:00:00+0200","1.5957031300004019","0.016998291014999944"
"2015-09-23T09:15:00Z","2015-09-23T11:15:00+0200","1.6347656300004019","0.0003051757820000667"
"2015-09-23T09:30:00Z","2015-09-23T11:30:00+0200","1.6240234299993972","0.02686387301500326"
"2015-09-23T09:45:00Z","2015-09-23T11:45:00+0200","1.6816406300004019","0.00037002560900256665"
"2015-09-23T10:00:00Z","2015-09-23T12:00:00+0200","1.7109375","0.016990661621000047"
"2015-09-23T10:15:00Z","2015-09-23T12:15:00+0200","1.7216796799993972","0.002685546625002644"
"2015-09-23T10:30:00Z","2015-09-23T12:30:00+0200","1.75","0.024520874272997317"
"2015-09-23T10:45:00Z","2015-09-23T12:45:00+0200","1.760742190000201","0.00045013427800000283"
"2015-09-23T11:00:00Z","2015-09-23T13:00:00+0200","1.75","0.01654815673800003"
"2015-09-23T11:15:00Z","2015-09-23T13:15:00+0200","1.739257809999799","0.010270059009997223"
"2015-09-23T11:30:00Z","2015-09-23T13:30:00+0200","1.741210940000201","0.01692962646499996"
"2015-09-23T11:45:00Z","2015-09-23T13:45:00+0200","1.7285156300004019","0.0018920898440000222"
"2015-09-23T12:00:00Z","2015-09-23T14:00:00+0200","1.7050781199995981","0.027326266053998682"
"2015-09-23T12:15:00Z","2015-09-23T14:15:00+0200","1.6494140700006028","0.008158268025999837"
"2015-09-23T12:30:00Z","2015-09-23T14:30:00+0200","1.4785156199995981","0.013043819364001785"
"2015-09-23T12:45:00Z","2015-09-23T14:45:00+0200","1.2792968800004019","0.015557788657998062"
"2015-09-23T13:00:00Z","2015-09-23T15:00:00+0200","1.122070309999799","0.014455202261000832"
"2015-09-23T13:15:00Z","2015-09-23T15:15:00+0200","0.9863281199995981","0.0037648817640005827"
"2015-09-23T13:30:00Z","2015-09-23T15:30:00+0200","0.8964843800004019","0.025642395090995973"
"2015-09-23T13:45:00Z","2015-09-23T15:45:00+0200","0.7822265599997991","0.0020446777340000777"
"2015-09-23T14:00:00Z","2015-09-23T16:00:00+0200","0.6748046900002009","0.017896461458002277"
"2015-09-23T14:15:00Z","2015-09-23T16:15:00+0200","0.5625","0.012261308989999664"
"2015-09-23T14:30:00Z","2015-09-23T16:30:00+0200","0.31835936999959813","0.017471313479999973"
"2015-09-23T14:45:00Z","2015-09-23T16:45:00+0200","0.1884765700006028","0.00028991698999991655"
"2015-09-23T15:00:00Z","2015-09-23T17:00:00+0200","0.19921873999919626","0.02709436412000299"
"2015-09-23T15:15:00Z","2015-09-23T17:15:00+0200","0.19140626000080374","0.0004858970799983542"
"2015-09-23T15:30:00Z","2015-09-23T17:30:00+0200","0.1357421799993972","0.01793609968999732"
"2015-09-23T15:45:00Z","2015-09-23T17:45:00+0200","0.055664059999799065","0.000964771640000972"
"2015-09-23T16:00:00Z","2015-09-23T18:00:00+0200","0.040039070000602806","0.028136620170002624"
"2015-09-23T16:15:00Z","2015-09-23T18:15:00+0200","0.030273429999397194","0.013425596429996967"
"2015-09-23T16:30:00Z","2015-09-23T18:30:00+0200","0.02929688000040187","0.004154205330000105"
"2015-09-23T16:45:00Z","2015-09-23T18:45:00+0200","0.0078125","0.015719930330001075"
"2015-09-23T17:00:00Z","2015-09-23T19:00:00+0200","0.0","0.01169331869000012"
"2015-09-23T17:15:00Z","2015-09-23T19:15:00+0200","0.0","0.015691121419999954"
"2015-09-23T17:30:00Z","2015-09-23T19:30:00+0200","0.0","0.0014597574799999347"
"2015-09-23T17:45:00Z","2015-09-23T19:45:00+0200","0.0","0.03164672901999466"
"2015-09-23T18:00:00Z","2015-09-23T20:00:00+0200","0.0","0.30606841988000677"
"2015-09-23T18:15:00Z","2015-09-23T20:15:00+0200","0.0","0.01690673827999989"
"2015-09-23T18:30:00Z","2015-09-23T20:30:00+0200","0.0","0.0003565549899999798"
"2015-09-23T18:45:00Z","2015-09-23T20:45:00+0200","0.0","0.02685827018000353"
"2015-09-23T19:00:00Z","2015-09-23T21:00:00+0200","0.0","0.0003356933599998335"
"2015-09-23T19:15:00Z","2015-09-23T21:15:00+0200","0.0","0.016998291010000166"
"2015-09-23T19:30:00Z","2015-09-23T21:30:00+0200","0.0","0.07458496094"
"2015-09-23T19:45:00Z","2015-09-23T21:45:00+0200","0.0","0.16364669799999998"
"2015-09-23T20:00:00Z","2015-09-23T22:00:00+0200","0.0","0.000339508049999937"
"2015-09-23T20:15:00Z","2015-09-23T22:15:00+0200","0.0","0.01934305802000269"
"2015-09-23T20:30:00Z","2015-09-23T22:30:00+0200","0.0","0.00772941137999128"
"2015-09-23T20:45:00Z","2015-09-23T22:45:00+0200","0.0","0.0347366332899981"
"2015-09-23T21:00:00Z","2015-09-23T23:00:00+0200","0.0","0.20167032876000324"
"2015-09-23T21:15:00Z","2015-09-23T23:15:00+0200","0.0","0.016924540200000004"
"2015-09-23T21:30:00Z","2015-09-23T23:30:00+0200","0.0","0.002883910880002727"
"2015-09-23T21:45:00Z","2015-09-23T23:45:00+0200","0.0","0.024314880629997315"
"2015-09-23T22:00:00Z","2015-09-24T00:00:00+0200","0.0","0.32241058348999996"
"2015-09-23T22:15:00Z","2015-09-24T00:15:00+0200","0.0","0.017662048090002713"
"2015-09-23T22:30:00Z","2015-09-24T00:30:00+0200","0.0","0.009163737559998442"
"2015-09-23T22:45:00Z","2015-09-24T00:45:00+0200","0.0","0.015682220450000006"
"2015-09-23T23:00:00Z","2015-09-24T01:00:00+0200","0.0","0.002938588460000169"
"2015-09-23T23:15:00Z","2015-09-24T01:15:00+0200","0.0","0.026326497399999926"
"2015-09-23T23:30:00Z","2015-09-24T01:30:00+0200","0.0","0.0032653808399967232"
"2015-09-23T23:45:00Z","2015-09-24T01:45:00+0200","0.0","0.014317830400000009"
"2015-09-24T00:00:00Z","2015-09-24T02:00:00+0200","0.0","0.014984130859999834"
"2015-09-24T00:15:00Z","2015-09-24T02:15:00+0200","0.0","0.012243191369997852"
"2015-09-24T00:30:00Z","2015-09-24T02:30:00+0200","0.0","0.007342298860003371"
"2015-09-24T00:45:00Z","2015-09-24T02:45:00+0200","0.0","0.019805908209999945"
"2015-09-24T01:00:00Z","2015-09-24T03:00:00+0200","0.0","0.00805664062"
"2015-09-24T01:15:00Z","2015-09-24T03:15:00+0200","0.0","0.009353637700000084"
"2015-09-24T01:30:00Z","2015-09-24T03:30:00+0200","0.0","0.019840240469999992"
"2015-09-24T01:45:00Z","2015-09-24T03:45:00+0200","0.0","0.3612442014100026"
"2015-09-24T02:00:00Z","2015-09-24T04:00:00+0200","0.0","0.42894363404000013"
"2015-09-24T02:15:00Z","2015-09-24T04:15:00+0200","0.0","0.014078334240000379"
"2015-09-24T02:30:00Z","2015-09-24T04:30:00+0200","0.0","0.011379187270001534"
"2015-09-24T02:45:00Z","2015-09-24T04:45:00+0200","0.0","0.008509317780002634"
"2015-09-24T03:00:00Z","2015-09-24T05:00:00+0200","0.0","0.01952362085999737"
"2015-09-24T03:15:00Z","2015-09-24T05:15:00+0200","0.0","0.005115932890000119"
"2015-09-24T03:30:00Z","2015-09-24T05:30:00+0200","0.0","0.013288709849999858"
"2015-09-24T03:45:00Z","2015-09-24T05:45:00+0200","0.0","0.2477010093599974"
"2015-09-24T04:00:00Z","2015-09-24T06:00:00+0200","0.0","0.8417968745000053"
"2015-09-24T04:15:00Z","2015-09-24T06:15:00+0200","0.0","0.03593953450999998"
"2015-09-24T04:30:00Z","2015-09-24T06:30:00+0200","0.0","0.648959617329991"
"2015-09-24T04:45:00Z","2015-09-24T06:45:00+0200","0.0","0.024195352940002746"
"2015-09-24T05:00:00Z","2015-09-24T07:00:00+0200","0.0","0.4065373738300013"
"2015-09-24T05:15:00Z","2015-09-24T07:15:00+0200","0.01367188000040187","0.010116577150000028"
"2015-09-24T05:30:00Z","2015-09-24T07:30:00+0200","0.041992179999397194","0.41751098632999994"
"2015-09-24T05:45:00Z","2015-09-24T07:45:00+0200","0.08105469000020094","0.0003509521500000279"
"2015-09-24T06:00:00Z","2015-09-24T08:00:00+0200","0.08496094000020094","0.026667277010000046"
"2015-09-24T06:15:00Z","2015-09-24T08:15:00+0200","0.0927734299993972","0.0003874500699989625"
"2015-09-24T06:30:00Z","2015-09-24T08:30:00+0200","0.10058594000020094","0.017021179189999902"
"2015-09-24T06:45:00Z","2015-09-24T08:45:00+0200","0.13476563000040187","0.1566772461000001"
"2015-09-24T07:00:00Z","2015-09-24T09:00:00+0200","0.25488280999979906","0.17080688475999994"
"2015-09-24T07:15:00Z","2015-09-24T09:15:00+0200","0.39160155999979906","0.0003890991199999583"
"2015-09-24T07:30:00Z","2015-09-24T09:30:00+0200","0.49804688000040187","0.016899108889999903"
"2015-09-24T07:45:00Z","2015-09-24T09:45:00+0200","0.41308594000020094","0.011807759579994359"
"2015-09-24T08:00:00Z","2015-09-24T10:00:00+0200","0.5205078099997991","0.015490988900003222"
"2015-09-24T08:15:00Z","2015-09-24T10:15:00+0200","0.5791015599997991","0.0022201538100001805"
"2015-09-24T08:30:00Z","2015-09-24T10:30:00+0200","0.58203125","0.02478027343"
"2015-09-24T08:45:00Z","2015-09-24T10:45:00+0200","0.48632811999959813","0.003100077309999838"
"2015-09-24T09:00:00Z","2015-09-24T11:00:00+0200","0.5087890700006028","0.013936360680000037"
"2015-09-24T09:15:00Z","2015-09-24T11:15:00+0200","0.45703125","0.014389038090000028"
"2015-09-24T09:30:00Z","2015-09-24T11:30:00+0200","0.43066405999979906","0.012641906740000097"
"2015-09-24T09:45:00Z","2015-09-24T11:45:00+0200","0.4765625","0.006058573720000959"
"2015-09-24T10:00:00Z","2015-09-24T12:00:00+0200","0.6728515599997991","0.02128601075000014"
"2015-09-24T10:15:00Z","2015-09-24T12:15:00+0200","0.5908203200006028","0.007277806660005215"
"2015-09-24T10:30:00Z","2015-09-24T12:30:00+0200","0.8941406199992343","0.00997225443999783"
"2015-09-24T10:45:00Z","2015-09-24T12:45:00+0200","0.5941406199999619","0.008552551269999986"
"2015-09-24T11:00:00Z","2015-09-24T13:00:00+0200","0.5234375","0.02081298828000011"
"2015-09-24T11:15:00Z","2015-09-24T13:15:00+0200","0.49609376000080374","0.009188334149999866"
"2015-09-24T11:30:00Z","2015-09-24T13:30:00+0200","0.5800781199995981","0.008061726890000065"
"2015-09-24T11:45:00Z","2015-09-24T13:45:00+0200","0.41015625","0.020371317870001127"
"2015-09-24T12:00:00Z","2015-09-24T14:00:00+0200","0.24023436999959813","0.0070228576599999926"
"2015-09-24T12:15:00Z","2015-09-24T14:15:00+0200","0.3046875","0.012126922610000035"
"2015-09-24T12:30:00Z","2015-09-24T14:30:00+0200","0.5859375","0.0071258542400027824"
"2015-09-24T12:45:00Z","2015-09-24T14:45:00+0200","0.2890625","0.020591736089997204"
"2015-09-24T13:00:00Z","2015-09-24T15:00:00+0200","0.25","0.19302622499999877"
"2015-09-24T13:15:00Z","2015-09-24T15:15:00+0200","0.265625","0.6554005938200027"
"2015-09-24T13:30:00Z","2015-09-24T15:30:00+0200","0.34960938000040187","0.0031059384499960707"
"2015-09-24T13:45:00Z","2015-09-24T15:45:00+0200","0.21875","0.018127441150002754"
"2015-09-24T14:00:00Z","2015-09-24T16:00:00+0200","0.1875","0.008773803959997384"
"2015-09-24T14:15:00Z","2015-09-24T16:15:00+0200","0.203125","0.016301472989999954"
"2015-09-24T14:30:00Z","2015-09-24T16:30:00+0200","0.16992188000040187","0.003489176180002662"
"2015-09-24T14:45:00Z","2015-09-24T16:45:00+0200","0.22070311999959813","0.024612427009997218"
"2015-09-24T15:00:00Z","2015-09-24T17:00:00+0200","0.15429688000040187","0.0002746582000001663"
"2015-09-24T15:15:00Z","2015-09-24T17:15:00+0200","0.12695311999959813","0.017196655270000027"
"2015-09-24T15:30:00Z","2015-09-24T17:30:00+0200","0.13574219000020094","0.010155558600001058"
"2015-09-24T15:45:00Z","2015-09-24T17:45:00+0200","0.055664059999799065","0.01707712806000128"
"2015-09-24T16:00:00Z","2015-09-24T18:00:00+0200","0.040039059999799065","0.00029500324999998107"
"2015-09-24T16:15:00Z","2015-09-24T18:15:00+0200","0.030273440000200935","0.019638061280002672"
"2015-09-24T16:30:00Z","2015-09-24T18:30:00+0200","0.02929686999959813","0.2771453859899975"
"2015-09-24T16:45:00Z","2015-09-24T18:45:00+0200","0.0078125","0.016754150389999944"
"2015-09-24T17:00:00Z","2015-09-24T19:00:00+0200","0.0","0.012008666989999917"
"2015-09-24T17:15:00Z","2015-09-24T19:15:00+0200","0.0","0.017085035680003413"
"2015-09-24T17:30:00Z","2015-09-24T19:30:00+0200","0.0","0.37353123227999485"
"2015-09-24T17:45:00Z","2015-09-24T19:45:00+0200","0.0","0.39589739788000977"
"2015-09-24T18:00:00Z","2015-09-24T20:00:00+0200","0.0","0.07231380585999503"
"2015-09-24T18:15:00Z","2015-09-24T20:15:00+0200","0.0","0.05105072262999455"
"2015-09-24T18:30:00Z","2015-09-24T20:30:00+0200","0.0","0.21365928649999555"
"2015-09-24T18:45:00Z","2015-09-24T20:45:00+0200","0.0","0.052887201240003456"
"2015-09-24T19:00:00Z","2015-09-24T21:00:00+0200","0.0","0.004273772320001701"
"2015-09-24T19:15:00Z","2015-09-24T21:15:00+0200","0.0","0.01700957610999687"
"2015-09-24T19:30:00Z","2015-09-24T21:30:00+0200","0.0","0.31575119450000244"
"2015-09-24T19:45:00Z","2015-09-24T21:45:00+0200","0.0","0.08147848691999826"
"2015-09-24T20:00:00Z","2015-09-24T22:00:00+0200","0.0","0.007217347150003661"
"2015-09-24T20:15:00Z","2015-09-24T22:15:00+0200","0.0","0.02283966585999675"
"2015-09-24T20:30:00Z","2015-09-24T22:30:00+0200","0.0","0.17063037557999605"
"2015-09-24T20:45:00Z","2015-09-24T22:45:00+0200","0.0","0.24620228012000123"
"2015-09-24T21:00:00Z","2015-09-24T23:00:00+0200","0.0","0.008127689370001967"
"2015-09-24T21:15:00Z","2015-09-24T23:15:00+0200","0.0","0.010408282320000684"
"2015-09-24T21:30:00Z","2015-09-24T23:30:00+0200","0.0","0.020896156610004546"
"2015-09-24T21:45:00Z","2015-09-24T23:45:00+0200","0.0","0.3589602709199968"
"2015-09-24T22:00:00Z","2015-09-25T00:00:00+0200","0.0","0.018262664479998136"
"2015-09-24T22:15:00Z","2015-09-25T00:15:00+0200","0.0","0.010104815180004945"
"2015-09-24T22:30:00Z","2015-09-25T00:30:00+0200","0.0","0.24014393488999497"
"2015-09-24T22:45:00Z","2015-09-25T00:45:00+0200","0.0","0.008713225480000197"
"2015-09-24T23:00:00Z","2015-09-25T01:00:00+0200","0.0","0.010909855400002666"
"2015-09-24T23:15:00Z","2015-09-25T01:15:00+0200","0.0","0.017377048680001117"
"2015-09-24T23:30:00Z","2015-09-25T01:30:00+0200","0.0","0.012279778760001747"
"2015-09-24T23:45:00Z","2015-09-25T01:45:00+0200","0.0","0.006320399869994997"
"2015-09-25T00:00:00Z","2015-09-25T02:00:00+0200","0.0","0.02224800701000129"
"2015-09-25T00:15:00Z","2015-09-25T02:15:00+0200","0.0","0.0060739318300049305"
"2015-09-25T00:30:00Z","2015-09-25T02:30:00+0200","0.0","0.014054000419996271"
"2015-09-25T00:45:00Z","2015-09-25T02:45:00+0200","0.0","0.014273961350000253"
"2015-09-25T01:00:00Z","2015-09-25T03:00:00+0200","0.0","0.014697194099997812"
"2015-09-25T01:15:00Z","2015-09-25T03:15:00+0200","0.0","0.003874182670003279"
"2015-09-25T01:30:00Z","2015-09-25T03:30:00+0200","0.0","0.02460205559999684"
"2015-09-25T01:45:00Z","2015-09-25T03:45:00+0200","0.0","0.0039006869100006725"
"2015-09-25T02:00:00Z","2015-09-25T04:00:00+0200","0.0","0.01576683917000432"
"2015-09-25T02:15:00Z","2015-09-25T04:15:00+0200","0.0","0.012369563129996042"
"2015-09-25T02:30:00Z","2015-09-25T04:30:00+0200","0.0","0.016730248919998303"
"2015-09-25T02:45:00Z","2015-09-25T04:45:00+0200","0.0","0.001983910819998602"
"2015-09-25T03:00:00Z","2015-09-25T05:00:00+0200","0.0","0.02553431192999911"
"2015-09-25T03:15:00Z","2015-09-25T05:15:00+0200","0.0","0.0010716517500029"
"2015-09-25T03:30:00Z","2015-09-25T05:30:00+0200","0.0","0.01763606076000146"
"2015-09-25T03:45:00Z","2015-09-25T05:45:00+0200","0.0","0.2756886881799949"
"2015-09-25T04:00:00Z","2015-09-25T06:00:00+0200","0.0","0.8633649744599996"
"2015-09-25T04:15:00Z","2015-09-25T06:15:00+0200","0.0","0.07425840689000118"
"2015-09-25T04:30:00Z","2015-09-25T06:30:00+0200","0.0","0.6140356561200053"
"2015-09-25T04:45:00Z","2015-09-25T06:45:00+0200","0.0","0.04580245434999197"
"2015-09-25T05:00:00Z","2015-09-25T07:00:00+0200","0.0","0.3514870502200047"
"2015-09-25T05:15:00Z","2015-09-25T07:15:00+0200","0.01367188000040187","0.6127020025799936"
"2015-09-25T05:30:00Z","2015-09-25T07:30:00+0200","0.041992190000200935","0.7573564147900118"
"2015-09-25T05:45:00Z","2015-09-25T07:45:00+0200","0.08105469000020094","0.005634625820000405"
"2015-09-25T06:00:00Z","2015-09-25T08:00:00+0200","0.0849609299993972","0.012906898989994087"
"2015-09-25T06:15:00Z","2015-09-25T08:15:00+0200","0.09277344000020094","0.13678877505000742"
"2015-09-25T06:30:00Z","2015-09-25T08:30:00+0200","0.10058594000020094","0.13151842405999492"
"2015-09-25T06:45:00Z","2015-09-25T08:45:00+0200","0.13476561999959813","0.008158167150002171"
"2015-09-25T07:00:00Z","2015-09-25T09:00:00+0200","0.25488280999979906","0.015167494210005295"
"2015-09-25T07:15:00Z","2015-09-25T09:15:00+0200","0.3916015700006028","0.19387785641999544"
"2015-09-25T07:30:00Z","2015-09-25T09:30:00+0200","0.49804686999959813","0.01886158187000131"
"2015-09-25T07:45:00Z","2015-09-25T09:45:00+0200","0.41308594000020094","0.011494368259993504"
"2015-09-25T08:00:00Z","2015-09-25T10:00:00+0200","0.5205078099997991","0.006593326739997352"
"2015-09-25T08:15:00Z","2015-09-25T10:15:00+0200","0.5791015700006028","0.02341575427000775"
"2015-09-25T08:30:00Z","2015-09-25T10:30:00+0200","0.5820312399991963","0.004651198779998644"
"2015-09-25T08:45:00Z","2015-09-25T10:45:00+0200","0.48632813000040187","0.013940207170000996"
"2015-09-25T09:00:00Z","2015-09-25T11:00:00+0200","0.5087890599997991","0.014238305870001966"
"2015-09-25T09:15:00Z","2015-09-25T11:15:00+0200","0.45703125","0.01384864250999751"
"2015-09-25T09:30:00Z","2015-09-25T11:30:00+0200","0.43066405999979906","0.004353682200002318"
"2015-09-25T09:45:00Z","2015-09-25T11:45:00+0200","0.4765625","0.018395196549997994"
"2015-09-25T10:00:00Z","2015-09-25T12:00:00+0200","0.6728515700006028","0.009658782529998078"
"2015-09-25T10:15:00Z","2015-09-25T12:15:00+0200","0.5908203099997991","0.01644184188000164"
"2015-09-25T10:30:00Z","2015-09-25T12:30:00+0200","0.8941406200001438","0.001897323740002843"
"2015-09-25T10:45:00Z","2015-09-25T12:45:00+0200","0.5941406299998562","0.01751335602999049"
"2015-09-25T11:00:00Z","2015-09-25T13:00:00+0200","0.5234375","0.01075399912000341"
"2015-09-25T11:15:00Z","2015-09-25T13:15:00+0200","0.49609375","0.017705102739995038"
